,Link,Body,Article
0,www.twitter.com/anyuser/status/1598183664541655043,#Ethiopia Peace Process Undermined as #Eritrea Forces Continue Attacking Civilians - Bloomberg https://t.co/4vIVOxw8Om,https://www.bloomberg.com/news/articles/2022-11-30/ethiopia-peace-process-undermined-as-eritrea-forces-continue-attacking-civilians
1,www.twitter.com/anyuser/status/1598183648968069121,"On the island of Hokkaido, the Kyu-shirataki train station’s last remaining patron—a student—has graduated from high school. https://t.co/D0OEj0TbqK via @citylab",https://www.bloomberg.com/news/articles/2016-03-28/kyu-shirataki-train-station-in-hokkaido-japan-closes-after-student-graduates
2,www.twitter.com/anyuser/status/1598183629867335680,"No. 2 Stanford's bounce back from losing to No. 1 South Carolina continued as the Cardinal won their fourth straight, setting them up for the bigger challenges ahead on their schedule. https://t.co/p2JbvIpGZn",https://trib.al/Y0kM9vZ
3,www.twitter.com/anyuser/status/1598183628772888576,"@cliftonaduncan But you're a ""radical extremist"" if you don't trust the government.....
https://t.co/eMWBfHw2xi

https://t.co/hu7hmrP30F",https://www.theatlantic.com/video/index/590299/atomic-soldiers/
4,www.twitter.com/anyuser/status/1598183625790738432,"#Birdflu #Animals ‘A possible extinction event’: the UK’s worst bird flu outbreak – podcast: The UK is in the middle of its worst outbreak of bird flu. The current strain of H5N1 avian influenza has devastated wild bird populations, killing thousands… https://t.co/Eesf5DJYl2",https://www.theguardian.com/science/audio/2022/dec/01/a-possible-extinction-event-the-uks-worst-bird-flu-outbreak-podcast?utm_source=dlvr.it&utm_medium=twitter
5,www.twitter.com/anyuser/status/1598183621969711105,"New Jefferson County School start times announced, will change next fall https://t.co/G0fUjFBaBr https://t.co/BMYxrQ4Ie6",https://www.cbsnews.com/colorado/news/new-jefferson-county-school-start-times-announced-will-change-next-fall/?utm_source=dlvr.it&utm_medium=twitter
6,www.twitter.com/anyuser/status/1598183612482203649,Covid-19 origins: New studies agree that animals sold at Wuhan market are most likely what started pandemic | CNN https://t.co/qvSqTYhKep,https://www.cnn.com/2022/07/26/health/wuhan-market-covid-19/index.html
7,www.twitter.com/anyuser/status/1598183610917478400,The #Rangers​ beat the Senators on Wednesday night. https://t.co/k1wAqkWp2H,https://cbsn.ws/3AVyxry
8,www.twitter.com/anyuser/status/1598183576633122816,"@CDCDirector You ALL are gross. 

https://t.co/PGZCQpkIuK 

""The terrible and shameful things that happened a long time ago are inexcusable,"" Fauci said Tuesday. ""It would be doubly tragic that the lingering effects of that prevent you from doing something so important.""

Such a sick freak.",https://www.cbsnews.com/news/fauci-black-community-covid-19-vaccine/
9,www.twitter.com/anyuser/status/1598183574100135937,@Mesnia1016 @Acyn Smalley https://t.co/NuuU4A0I3R,https://www.nbc.com/saturday-night-live/video/daily-affirmation/n10295
10,www.twitter.com/anyuser/status/1598183570748866560,@jack_be_lucky @EggsWithRoses @dantypo https://t.co/yVr15JH9XE,https://www.foxnews.com/world/climate-protesters-accused-blood-their-hands-after-2-die-crash-amid-traffic-from-bridge-protest
11,www.twitter.com/anyuser/status/1598183551484465152,@GlideSlope27 https://t.co/7Kml4aa8DT,https://www.salon.com/2021/12/22/ghislaine-maxwell-trial-flew-on-epsteins-jets-more-often-than-previously-known_partner/
12,www.twitter.com/anyuser/status/1598183547055280130,"Extinction activist wants humans to voluntarily die out: ‘Feed ‘em, don’t breed ‘em’ https://t.co/HGPlxxzWD1 #FoxNews",https://www.foxnews.com/media/extinction-activist-wants-humans-voluntarily-die-feed-em-breed-em
13,www.twitter.com/anyuser/status/1598183544328626176,Georgia stops accepting applications from people asking for rent assistance https://t.co/92ED5UJukz #FoxNews,https://www.foxnews.com/us/georgia-stops-accepting-applications-people-asking-rent-assistance
14,www.twitter.com/anyuser/status/1598183543288406016,England’s water: the world’s piggy bank. This just so wrong! “It’s water… and it should be managed in the interests of society and the environment.” https://t.co/fgtoCwu17c,https://www.theguardian.com/environment/ng-interactive/2022/nov/30/englands-water-the-worlds-piggy-bank?CMP=share_btn_tw
15,www.twitter.com/anyuser/status/1598183518441328640,@reason_ter @leo_brotherton https://t.co/7Kml4arbFT,https://www.salon.com/2021/12/22/ghislaine-maxwell-trial-flew-on-epsteins-jets-more-often-than-previously-known_partner/
16,www.twitter.com/anyuser/status/1598183507347447808,https://t.co/Aan2Z7oMiu,https://www.theguardian.com/us-news/2022/nov/30/jackson-water-crisis-us-justice-department-lawsuit
17,www.twitter.com/anyuser/status/1598183481103699968,@leo_brotherton https://t.co/7Kml4arbFT,https://www.salon.com/2021/12/22/ghislaine-maxwell-trial-flew-on-epsteins-jets-more-often-than-previously-known_partner/
18,www.twitter.com/anyuser/status/1598183451773251584,@LFBBLibrary @dylan_smity https://t.co/Kxx5qg7jld,https://www.newsweek.com/when-it-comes-banning-books-both-right-left-are-guilty-opinion-1696045?amp=1
19,www.twitter.com/anyuser/status/1598183431472562179,Scientists simulate ‘baby’ wormhole without rupturing space and time https://t.co/NrmTqsfi1O,https://www.theguardian.com/science/2022/dec/01/scientists-simulate-baby-wormhole-without-rupturing-space-and-time?CMP=Share_iOSApp_Other
20,www.twitter.com/anyuser/status/1598183423625289729,"Salon: ""I live in Texas"": #HerschelWalker repeatedly states he doesn't reside in #Georgia.

#WarnockforSenate

https://t.co/PDUtBJetVE

via @GoogleNews",https://www.salon.com/2022/11/30/herschel-walker-repeatedly-said-i-live-in-texas-while-running-for-senate-in-georgia_partner/
21,www.twitter.com/anyuser/status/1598183418629566464,The GOP's great Trump reckoning begins at the state party level https://t.co/nJi7snwxRG via @politico,https://politi.co/3gJncnK
22,www.twitter.com/anyuser/status/1598183397834489858,@leo_brotherton https://t.co/jGMxuPH8Vj,https://www.newsweek.com/donald-trump-bill-clinton-prince-andrew-multiple-trips-jeffrey-epstein-plane-ghislaine-maxwell-1661513?amp=1
23,www.twitter.com/anyuser/status/1598183389752098816,"Andy Vermaut shares:Jerry Stackhouse, Vanderbilt head coach, restrained from referees after fiery ejection: Jerry Stackhouse had to be held back and escorted off the floor after… https://t.co/SZVLVS3uVE Thank you. #ThankYouJournalistsForTheNewsWeGetFromYou #AndyVermautThanksYou https://t.co/x1s7eR1bZm",https://www.foxnews.com/sports/jerry-stackhouse-vanderbilt-head-coach-restrained-referees-fiery-ejection?utm_source=dlvr.it&utm_medium=twitter
24,www.twitter.com/anyuser/status/1598183386920943616,"Jerry Stackhouse, Vanderbilt head coach, restrained from referees after fiery ejection https://t.co/S36ITeiNXD #news #topstories #worldnews",http://dlvr.it/SdfMgH
25,www.twitter.com/anyuser/status/1598183384596901888,"@laurenboebert CBS News: Mandatory recount ordered for Colorado Congressional District 3.
https://t.co/seL23jgby5",https://www.cbsnews.com/colorado/news/mandatory-recount-lauren-boebert-adam-frisch-colorado-congressional-district-3/
26,www.twitter.com/anyuser/status/1598183382680469504,"@greenhousenyt If the US required #PaidSickLeave for *ALL* workers like most developed countries, we wouldn't be on brink of a labor strike that could tank the #economy.

(And more Americans would be #vaccinated &amp; wouldn't feel compelled to go to work with #Covid etc).
.
https://t.co/dn1s3LmjaX",https://www.newsweek.com/us-offers-employees-less-paid-leave-most-countries-1761219
27,www.twitter.com/anyuser/status/1598183381426397186,"""I tell you what,"" the president said. ""No one’s ever done as much as president as this administration’s doing. Period."" SO Expect Trudeau To Come Up with His Own version of this! https://t.co/CFDvSvtLiM",https://www.foxnews.com/politics/biden-appears-declare-himself-greatest-president-us-history
28,www.twitter.com/anyuser/status/1598183379429904384,Lightning's Pat Maroon perfectly responds to fat-shaming comment from Bruins broadcaster Jack Edwards https://t.co/SA2D4YP7Xt #news #topstories #worldnews,http://dlvr.it/SdfMfx
29,www.twitter.com/anyuser/status/1598183378058350592,Andy Vermaut shares:Lightning's Pat Maroon perfectly responds to fat-shaming comment from Bruins broadcaster Jack Edwards: Bruins broadcaster Jack Edwards fat-shamed Tampa Bay… https://t.co/ao1lBEWIYR Thank you. #ThankYouJournalistsForTheNewsWeGetFromYou #AndyVermautThanksYou https://t.co/aMFuAfIQzJ,https://www.foxnews.com/sports/lightnings-pat-maroon-perfectly-responds-fat-shaming-comment-bruins-broadcaster-jack-edwards?utm_source=dlvr.it&utm_medium=twitter
30,www.twitter.com/anyuser/status/1598183376531656704,"Keski-ikäisyyteni näkyy siinä, että tämän tyyppisiä artikkeleja lukiessa jää miettimään miten käyttäjät saisi innostumaan järjen käyttämiseen rohkaisevista haasteista.
 https://t.co/pNaDs2QOD4",https://www.theguardian.com/technology/2022/dec/01/tiktok-to-ban-videos-that-encourage-sunburn-and-tanning-after-alarm-from-medical-experts
31,www.twitter.com/anyuser/status/1598183370512826369,"#Globaleconomy #NewYork New York and Singapore top the list of world’s most expensive cities in 2022: Sydney sneaks into Top 10 as rising energy prices send inflation soaring globally, Economist Intelligence Unit survey finds

New York was the world’s… https://t.co/UZnuYKbgp6",https://www.theguardian.com/business/2022/dec/01/new-york-and-singapore-top-the-list-of-worlds-most-expensive-cities-in-2022?utm_source=dlvr.it&utm_medium=twitter
32,www.twitter.com/anyuser/status/1598183370097582081,Tracking Australia’s progress on the climate crisis and the consequences of global heating https://t.co/rZnhlUKbqp,https://www.theguardian.com/environment/datablog/ng-interactive/2022/oct/03/tracking-australias-progress-on-the-climate-crisis-and-the-consequences-of-global-heating?CMP=twt_a-environment_b-gdneco
33,www.twitter.com/anyuser/status/1598183368461516802,"A fifth of British households are struggling to afford their water bills, according to regulator Ofwat, with young people particularly vulnerable to the cost of living crisis https://t.co/yDqQ97rudG",https://trib.al/9OGUQIY
34,www.twitter.com/anyuser/status/1598183368088330240,"Prosecutors in the federal criminal case against David DePape, the man accused of attacking U.S. House Speaker Nancy Pelosi’s husband, asked the court for more time to evaluate a “substantial discovery” made in the case at a hearing on Wednesday.
https://t.co/Zh8gqIXfYg",https://trib.al/np0n9vj
35,www.twitter.com/anyuser/status/1598183359921983488,"It’s a mainstay of science fiction, it’s tiny and it doesn’t exist in physical space, but researchers say they’ve created what is, theoretically, a worm hole.

Scientists simulate ‘baby’ wormhole without rupturing space and time https://t.co/whJK2xsyWg",https://www.theguardian.com/science/2022/dec/01/scientists-simulate-baby-wormhole-without-rupturing-space-and-time?CMP=Share_iOSApp_Other
36,www.twitter.com/anyuser/status/1598183359229968384,Wang had never been to a protest before. Then he found himself urging a crowd to shout “Down with him!” https://t.co/e0ttGp6maq,https://econ.st/3VkFhre
37,www.twitter.com/anyuser/status/1598183345854480384,Brittany Aldean throws out Balenciaga bags following controversial ad campaign involving children: 'Trash day' https://t.co/6To2VeYihM #FoxNews,https://www.foxnews.com/entertainment/brittany-aldean-throws-out-balenciaga-bags-following-controversial-ad-campaign-involving-children
38,www.twitter.com/anyuser/status/1598183312521953280,"@johnredwood So, isn't part of the answer improved renewable energy ""storage"" (e.g. gravity storage, in disused mine shafts) capability?
Of course, we could also speed up investment in ""lagoon"" tidal energy systems, which don't have any problems with intermittency.
https://t.co/FL1pIW8827",https://www.theguardian.com/environment/2019/oct/21/how-uks-disused-mine-shafts-plan-to-store-renewable-energy
39,www.twitter.com/anyuser/status/1598183301004533762,https://t.co/XLzG8Y34Px,https://www.npr.org/2022/11/27/1138124591/butter-mints-recipe-homemade-candy-food
40,www.twitter.com/anyuser/status/1598183248047251457,"“Obsessed with the left-right dichotomy that has divided US politics, the world’s richest man appears to have given up on the rest of the planet.”

Chinese bots are target images of the protests.  https://t.co/3jZL6hZOUB",https://www.bloomberg.com/opinion/articles/2022-11-30/china-protests-give-musk-a-true-taste-of-running-twitter
41,www.twitter.com/anyuser/status/1598183229290582016,@JackPosobiec Him wanting to toss a black woman in jail for life because she stole his phone is kind of wild too https://t.co/WzPScPuvOe,https://www.sfchronicle.com/bayarea/article/Critics-see-overreach-in-prosecuting-Scott-9142329.php
42,www.twitter.com/anyuser/status/1598183207849295873,@thatsjusmytude @Luvmyppl11 It was reported recently on 60 minutes https://t.co/QpFbDHDKcN,https://www.cbsnews.com/news/reconciliation-for-abandoned-black-cemeteries-60-minutes-2022-11-27/
43,www.twitter.com/anyuser/status/1598183206158753792,Prosecution rests case early in Trump Organization tax fraud trial | Donald Trump | The Guardian.  Hmmm.  Two deal cutters are the only witnesses  https://t.co/82aCbB82SZ,https://www.theguardian.com/us-news/2022/nov/21/trump-organization-tax-fraud-trial
44,www.twitter.com/anyuser/status/1598183172143190018,"California returned thousands of pedophiles to streets after less than a year in jail, 'shocking' report finds https://t.co/OAUSuu2EOK #FoxNews 

Imaginezzzzzzzzzzzzzzz",https://www.foxnews.com/media/california-returned-thousands-pedophiles-streets-year-jail-shocking-report-finds
45,www.twitter.com/anyuser/status/1598183120599388161,"@JDiendl @Gaige_Rage @H_Grove Steelers fan with a short memory. Shocking. 🙄

https://t.co/AZlogIVRgo",https://www.theguardian.com/sport/2022/jan/18/ben-roethlisberger-pittsburgh-steelers-quarterback-nfl-sexual-assault-allegations
46,www.twitter.com/anyuser/status/1598183110465691650,"Of course they won't, it's their biggest money maker now. It would expose all the swamp people. 

Tucker Carlson: Zelenskyy sits atop a money-laundering scheme so brazen Democrats won't let it be audited

https://t.co/izbSXXRQqU",https://video.foxnews.com/v/6316381864112
47,www.twitter.com/anyuser/status/1598183109719388165,"""CT scans of toothed bird fossil leads to jaw-dropping discovery
Dating back more than 65m years, specimen’s mobile palate challenges understanding of avian evolution""
https://t.co/rVO4kUMSlN",https://www.theguardian.com/science/2022/nov/30/ct-scans-toothed-bird-fossil-jaw-mobile-palate-avian-evolution
48,www.twitter.com/anyuser/status/1598183108230119424,A new report by @urgewald reveals that major oil &amp; gas expansion is set to happen and will result in 115 BILLION tonnes of CO2 — equivalent to over 24 years of U.S. emissions. These companies have poured over $160B into oil and gas exploration. https://t.co/PqTSPrBTZZ,https://www.theguardian.com/environment/2022/nov/10/oil-and-gas-firms-planning-cop27-climate-crisis-frightening-fossil-fuels-growth-report-finds
49,www.twitter.com/anyuser/status/1598183062046928896,"@BStigall2 @nucleargrrl @donwinslow 5 OathKeepers were convicted of felonies yesterday.This guy got 7 felony convictions by himself https://t.co/dFjpriI8zY. There have been lots of felony convictions, the fact that you say “not one person” shows that you are completely ignorant to the truth and probably don’t care",https://www.cbsnews.com/amp/news/patrick-mccaughey-convicted-7-felonies-pinned-daniel-hodges-in-door-frame-january-6-capitol-riot/
50,www.twitter.com/anyuser/status/1598183057709989888,"Colorado election officials order recount after Rep. Boebert projected to defeat Dem challenger Adam Frisch 
https://t.co/YMHaR3W8aV 
#FoxNews",https://www.foxnews.com/politics/colorado-election-officials-order-recount-rep-boebert-projected-defeat-dem-challenger-adam-frisch
51,www.twitter.com/anyuser/status/1598183051502272512,How to apply the rules of improv to everyday life : Life Kit : NPR ~ The rules of improv can make you funnier. They can also make you more confident. ~ Improv built confidence in everyday life https://t.co/CgUzZuYI4N,https://www.npr.org/2022/10/19/1129907651/improv-can-build-confidence-heres-how-to-apply-it-to-your-everyday-life
52,www.twitter.com/anyuser/status/1598183029096284161,Bayer division 'knowingly sold' HIV-infected protein | World news | The Guardian https://t.co/9w3JZc83Hn,https://www.theguardian.com/world/2003/may/23/aids.suzannegoldenberg
53,www.twitter.com/anyuser/status/1598183005130047488,"Idaho police appear to reverse course, do not know if 'residence or any occupants were specifically targeted'

https://t.co/Mpo9Vwf9pb

Something is seriously shady!  Won’t release roommates names or who the others were in home.  Which one has big connection?",https://www.foxnews.com/us/idaho-police-appear-reverse-course-do-not-know-residence-any-occupants-were-specifically-targeted
54,www.twitter.com/anyuser/status/1598182996238290945,"Jerry Stackhouse, Vanderbilt head coach, restrained from referees after fiery ejection https://t.co/TWN8b50q9q",http://dlvr.it/SdfMVb
55,www.twitter.com/anyuser/status/1598182975447109633,"A wind turbine’s blades can be longer than a Boeing 747 wing. But where do they end up when they aren't in use? Landfills in Iowa, Wyoming and South Dakota https://t.co/bT10FL41eC via @business",https://www.bloomberg.com/news/features/2020-02-05/wind-turbine-blades-can-t-be-recycled-so-they-re-piling-up-in-landfills
56,www.twitter.com/anyuser/status/1598182972209123328,"If there is going to be election fraud. We know which party will be committing it…
https://t.co/gLdApK7Ba3",https://www.cbsnews.com/news/worker-plea-deal-colorado-election-machine-tampering-case-sandra-brown-tina-peters/?ftag=CNM-00-10aac3a
57,www.twitter.com/anyuser/status/1598182969461854209,"@kirumb He may not even be in the #Majority:
#JustSayin 
#LetsGoDecember8th
https://t.co/56b7C8Q8iw",https://www.theguardian.com/us-news/2022/nov/30/herschel-walker-texas-home-georgia-senate-runoff
58,www.twitter.com/anyuser/status/1598182942878187523,Musk's Neuralink Hopes for Human Trials Approval Within Six Months - Bloomberg https://t.co/lYtLwsyQzb,https://www.bloomberg.com/news/articles/2022-12-01/musk-s-neuralink-hopes-for-human-trials-approval-within-six-months
59,www.twitter.com/anyuser/status/1598182941053566976,"""Chicago police looking for two suspects in killing of teenager sitting on a porch https://t.co/13C9zyAU0C"" - Tweet from @FoxNews 🙏",https://fxn.ws/3FfsoZO
60,www.twitter.com/anyuser/status/1598182919134142467,https://t.co/zNgSrYsNtZ,https://www.politico.com/news/2022/11/16/congress-sends-first-weed-bill-to-biden-00068082
61,www.twitter.com/anyuser/status/1598182917934813184,"@davidfolkenflik Quick, before you lose staff: report on Sam Brinton, whom you praised lavishly, getting busted for stealing luggage at the airport!
  You always have a hard time reporting things that make one side look bad. 
https://t.co/QUPkHdxtF1",https://www.foxnews.com/politics/biden-non-binary-nuclear-official-charged-stealing-womans-luggage-airport
62,www.twitter.com/anyuser/status/1598182891338727424,"It seems Harry and Meghan may have been correct!

https://t.co/QGY3kzpisC",https://www.theguardian.com/uk-news/2022/nov/30/buckingham-palace-aide-resigns-black-guest-traumatised-by-repeated-questioning?utm_term=638834d44aa15a7c02017a2d1ae7bbb5&utm_campaign=GuardianTodayUK&utm_source=esp&utm_medium=Email&CMP=GTUK_email
63,www.twitter.com/anyuser/status/1598182881972682752,"Migrant workers from India are on track to send home $100 billion this year, helping Asia’s third largest economy retain its spot as the world’s top recipient of remittances https://t.co/9gTIY0bwTW",https://trib.al/ongOSwf
64,www.twitter.com/anyuser/status/1598182860418072576,An experimental drug appears to slow memory loss in people with early Alzheimer's https://t.co/Egm5IRXTDZ,https://bit.ly/3FcZlWS
65,www.twitter.com/anyuser/status/1598182859222634496,Biden appears to declare himself the greatest president in US history https://t.co/DuKBTLFYc3 #FoxNews,https://www.foxnews.com/politics/biden-appears-declare-himself-greatest-president-us-history
66,www.twitter.com/anyuser/status/1598182834560446464,"Biden shoots America in the foot again. 
https://t.co/rtwe5ayXEo",https://www.cbsnews.com/news/biden-alaska-oil-gas-lease-sale-canceled/
67,www.twitter.com/anyuser/status/1598182801215717376,"The prospect of Jeffries heading the Democrats in the House has been greeted w delight by hardline pro-Israel groups 

“In fact, I would say, if the pro-Israel community wanted to create a Democratic leader for the future, we would create Hakeem Jeffries.” https://t.co/WZqL49ROpW https://t.co/sqZcq6HBCV",https://www.theguardian.com/us-news/2022/nov/29/hakeem-jeffries-house-nancy-pelosi-israel
68,www.twitter.com/anyuser/status/1598182797796990976,What could go wrong? https://t.co/SezxECFWcR,https://www.theguardian.com/us-news/2022/nov/30/mauna-loa-hawaii-eruption-selfies?CMP=Share_AndroidApp_Other
69,www.twitter.com/anyuser/status/1598182793410142209,Twitter si interfirio en las elecciones dice Elon Musk. Users celebrate Elon Musk revealing Twitter 'interfered in elections:' ‘New Twitter rocks’ https://t.co/VZjKC3N6Pi #FoxNews,https://www.foxnews.com/media/users-celebrate-elon-musk-revealing-twitter-interfered-elections-new-twitter-rocks
70,www.twitter.com/anyuser/status/1598182789043871744,You expect the truth from the left https://t.co/z6yAU5wAop,https://www.foxnews.com/politics/new-dhs-disinfo-board-reveal-deep-big-tech-collusion-contradict-mayorkas-testimony-hawley?intcmp=tw_fnc
71,www.twitter.com/anyuser/status/1598182780638490624,"Users celebrate Elon Musk revealing Twitter 'interfered in elections:' ‘New Twitter rocks’ 
https://t.co/1tXHY8NwYd 
#FoxNews",https://www.foxnews.com/media/users-celebrate-elon-musk-revealing-twitter-interfered-elections-new-twitter-rocks
72,www.twitter.com/anyuser/status/1598182764267937793,Crikey lawyers call on Lachlan Murdoch to provide evidence he repudiated Fox News falsehoods https://t.co/PC7KXJvlri,https://www.theguardian.com/media/2022/dec/01/crikey-lawyers-call-on-lachlan-murdoch-to-provide-evidence-he-repudiated-fox-news-falsehoods?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1669869522
73,www.twitter.com/anyuser/status/1598182727882346497,.@shannabrady43 Hold your horses. https://t.co/Btem9X8HGT #MAGA,http://www.foxnews.com.f7qd.clonezone.link/trumps-muslim-ban-triggers-chaos-heartbreak-and-resistance
74,www.twitter.com/anyuser/status/1598182726032822275,Rishi Sunak’s honeymoon period has become a shipwreck | John Crace  https://t.co/VzfvWiqzkc,https://www.theguardian.com/politics/2022/nov/30/rishi-sunaks-honeymoon-period-has-become-a-shipwreck?CMP=share_btn_tw
75,www.twitter.com/anyuser/status/1598182714078679041,there are literally hundreds of thousands of slaves in Mauritania. if you try to talk about it they kick you out (foreign journalist) or prosecute you (local). the govt whines about Islamophobia from the West. it's transparent BS: slavery is just horrific. https://t.co/hOC2Ti505r,https://www.cnn.com/interactive/2012/03/world/mauritania.slaverys.last.stronghold/index.html
76,www.twitter.com/anyuser/status/1598182708781334528,@null Huge trade partner and 'systemic rival.' Europe has a China problem Europe is be  https://t.co/LHIdbx05Z3,https://www.cnn.com/2022/11/30/economy/europe-china-trade-tension/index.html
77,www.twitter.com/anyuser/status/1598182705405231104,"This is the real reason for taxes, the government doesn't need your money.  They just want to know everything about you just incase they are threatened. https://t.co/iNJMyQzusw",https://www.cnn.com/2022/11/30/politics/house-ways-and-means-committee-now-has-donald-trumps-federal-tax-returns/index.html
78,www.twitter.com/anyuser/status/1598182704528257024,"After 7,000 years, Turkish wines are hitting the big time https://t.co/xPcrXy4vTC via @CNNTravel #winoinfo #wine",https://www.cnn.com/travel/article/turkey-vineyards/index.html
79,www.twitter.com/anyuser/status/1598182689739526145,"@BigMommaLurka It was intentional.
.
Milo Yiannopoulos claims he set up Fuentes dinner ‘to make Trump’s life miserable’

https://t.co/aFoPEFIXoh",https://www.theguardian.com/us-news/2022/nov/30/milo-yiannopoulos-nick-fuentes-donald-trump-dinner
80,www.twitter.com/anyuser/status/1598182683787419648,@null Huge trade partner and 'systemic rival.' Europe has a China problem Europe is be  https://t.co/nDaXq9znwS,https://www.cnn.com/2022/11/30/economy/europe-china-trade-tension/index.html
81,www.twitter.com/anyuser/status/1598182672873857024,https://t.co/qVJYpb0XWG,https://www.theguardian.com/media/2022/dec/01/crikey-lawyers-call-on-lachlan-murdoch-to-provide-evidence-he-repudiated-fox-news-falsehoods?CMP=Share_AndroidApp_Other
82,www.twitter.com/anyuser/status/1598182648215896064,"POLITICO: Never mind, Musk says — accusation against Apple was a ‘misunderstanding’.
https://t.co/s7yq6HgJyS

via @GoogleNews",https://www.politico.com/news/2022/11/30/musk-cook-twitter-apple-app-store-00071521
83,www.twitter.com/anyuser/status/1598182647687045120,"Lawyers for Crikey are demanding the media mogul Lachlan Murdoch hand over documentary evidence showing he repudiated falsehoods aired on Fox News that Donald Trump lost the election due to electoral fraud, the federal court has heard. #MediaWatch 
https://t.co/j5wOVbDJKg",https://www.theguardian.com/media/2022/dec/01/crikey-lawyers-call-on-lachlan-murdoch-to-provide-evidence-he-repudiated-fox-news-falsehoods
84,www.twitter.com/anyuser/status/1598182645388697600,"Judge rejects Trump's ""absolute immunity"" claim in suit stemming from 2020 election || Via: CBS News https://t.co/4xu8tk9tLs",https://www.cbsnews.com/news/trump-absolute-immunity-claim-lawsuit-2020-presidential-election-emmet-sullivan/
85,www.twitter.com/anyuser/status/1598182639856328704,https://t.co/YjjvcFbJfp,https://www.foxnews.com/video/6316381864112
86,www.twitter.com/anyuser/status/1598182639433056257,"Biden appears to declare himself the greatest president in US history https://t.co/76Kof1WB71 #FoxNews, Lol",https://www.foxnews.com/politics/biden-appears-declare-himself-greatest-president-us-history
87,www.twitter.com/anyuser/status/1598182634676523008,"This unusual looking new watch from Audemars Piguet looks radical, but the technology actually dates back to the 17th century https://t.co/6JeCsFMyww",https://trib.al/Fd4fY6c
88,www.twitter.com/anyuser/status/1598182634638741504,Doctors and the Bank of England are identifying poor health as a major drag on the UK economy in comments aimed at putting the issue on the government’s agenda https://t.co/P6T9AvZMj1,https://trib.al/MlOXv7x
89,www.twitter.com/anyuser/status/1598182634122780675,Former Treasury Secretary Lawrence Summers says on Twitter the “JOLTS report shows a labor market that is cooling very slowly and will likely continue to be extraordinarily tight for some months to come” https://t.co/xygTITkz9S,https://trib.al/zzakQwt
90,www.twitter.com/anyuser/status/1598182634076651520,"The battle between online users and censors in China has gone into overdrive, forcing people to develop novel strategies to circumvent censorship https://t.co/58cE4qLtLs",https://trib.al/xH02veL
91,www.twitter.com/anyuser/status/1598182634026311680,"California may again reserve some of a limited financing resource for Fortress Investment Group’s passenger train to Las Vegas next year, a venture that failed to win over investors in 2020 https://t.co/r6pH9R7aQY",https://trib.al/bpTBscx
92,www.twitter.com/anyuser/status/1598182628716331009,"Mickey Joseph, Nebraska's interim coach before Matt Rhule hire, arrested in domestic case https://t.co/W1f675Vwfs",https://fxn.ws/3H1MqbK
93,www.twitter.com/anyuser/status/1598182626745106432,Doctors and the Bank of England are identifying poor health as a major drag on the UK economy in comments aimed at putting the issue on the government’s agenda https://t.co/faofAiwBbR,https://trib.al/MlOXv7x
94,www.twitter.com/anyuser/status/1598182618981597184,https://t.co/fxWatrIZAk,https://www.economist.com/graphic-detail/2022/11/30/the-worlds-most-and-least-expensive-cities
95,www.twitter.com/anyuser/status/1598182568352010242,"POLITICO: Never mind, Musk says — accusation against Apple was a ‘misunderstanding’.
https://t.co/s7yq6HgbJk

via @GoogleNews",https://www.politico.com/news/2022/11/30/musk-cook-twitter-apple-app-store-00071521
96,www.twitter.com/anyuser/status/1598182567584288769,"New York mayor plans to hospitalize mentally ill people involuntarily

https://t.co/tn7WUApu1M",https://www.theguardian.com/us-news/2022/nov/30/nyc-eric-adams-involuntarily-hospitalize-mentally-ill-people
97,www.twitter.com/anyuser/status/1598182555911610368,"On this day in history, Dec. 1, 1955, Rosa Parks refuses to give up her bus seat to a White passenger https://t.co/QDnN9i48TK",https://fxn.ws/3OYkSFZ
98,www.twitter.com/anyuser/status/1598182548295004161,US House approves bill to block rail strike and mandate paid sick leave - The Guardian US https://t.co/giKqab6Jm5 https://t.co/Ro9kAAh304,http://dlvr.it/SdfMR8
99,www.twitter.com/anyuser/status/1598182515982098433,"@SDesh01 @ravishndtv https://t.co/irn4jijYq3
Asli Wala Surrender Kiya Ja Rha!",https://www.theguardian.com/world/2022/sep/19/indian-people-living-near-border-accuse-government-of-ceding-land-to-china
100,www.twitter.com/anyuser/status/1598182484528680960,"الاثرياء جدا و الالغاركية يستخدمون المحاكم البريطانية و التقاضي المكلف لتأديب الصحفيين و من ينتقدهم. أغلب الاحكام القضائية تكون براءة لكن اجراءات التقاضي و تكاليفها العالية تهدد حرية الرآى و الديموقراطية.

https://t.co/FbYQFbon5V",https://www.theguardian.com/commentisfree/2022/nov/29/oligarchs-british-courts-law-slapps-lawsuits
101,www.twitter.com/anyuser/status/1598182480116592640,https://t.co/qW7uH0hMiy EEOC is d worst they put BLK F n a bubble if u pic F ur including all races where most dnt face wat blk F face daily &amp; u pic Race ur including M who diff dnt face wat we face,https://www.cnn.com/2022/11/30/us/va-black-veterans-discrimination-lawsuit-reaj/index.html
